sentiment,text
negative,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE."
negative,@SouthwestAir can't fly in precipitation and @Delta has planes that don't work after 5. 3rd airline had better be a charm tomorrow.
negative,"@JetBlue if u want to be helpful save me the trip from Westchester Cty to JFK, plus parking - my info is in the photo http://t.co/JI7xkS2jkk"
negative,@united b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?
negative,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?
negative,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.
positive,"@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃"
negative,@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center
negative,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...
positive,@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge
negative,BUT @united just re-booked to BOS; UGGH!! now 3 hour bus to WMASS home. Could have flown to BDL &amp; back to DC in same time. #unitedairlines
negative,@united No. The entire problem here is that I was never sent anything via email and only given a Flight Booking Problems number over the phone.
negative,@AmericanAir Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???
negative,"@SouthwestAir understood. Just frustrating, you buy early bird check on the day they go on sale at 6:30am and get mid 'b'. Feel ripped off."
negative,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls
neutral,@USAirways flight #3900 fro ORF to PHL.
negative,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v"
neutral,@southwestair has posted flight schedule covering the date range of @_defcon_ 23
negative,@JetBlue ’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw
negative,@AmericanAir so we have a Cancelled Flightled flight in about twelve hours. Maybe we'll have heard from an AA rep at that point.
negative,"@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel"
positive,@VirginAmerica Thanks!
negative,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate
negative,@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire
negative,@united  #UnitedAirlines  how long will1531 be delayed.
positive,@USAirways Thank you.
positive,@SouthwestAir finally got through. Thanks!
negative,"@AmericanAir Way to suck at customer service, Dallas is trapped in an ice storm but you didn't Cancelled Flight 7am flight &amp; been on hold all day."
negative,.@AmericanAir ReFlight Booking Problems for the following day is unacceptable. DMing you that and our phone number.
negative,@united I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!
negative,"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +"
negative,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send."
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶
negative,"@united just give up.  Your service is terrible.  If I wasn't forced to use United on certain routes, I never would."
neutral,@AmericanAir @USAirways She's on Manch to Charlotte Fl 4628 Told her she could get on a 4pm flight to West Palm Beach. Nothing earlier?
negative,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
negative,"@AmericanAir just when I thought you guys were done messing up, you make it worse. Your airline ruins hopes and dreams."
positive,@SouthwestAir @FortuneMagazine Love SW forever😃💕😍⤴⤴
neutral,@AmericanAir Are you expecting any delays out of #DFW tomorrow morning?
positive,"@united Wasn't frustrating! Well, not in any way reLate Flightd to y'all, anyway. Impressed that I made it."
negative,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!
neutral,@united for a fee...
negative,@JetBlue Thanks. So the delay was the result of scheduling issues more than weather reLate Flightd problems?
negative,"@AmericanAir  so far all I am getting is ""maybe your bag will come today. We don't know."" Website says ""status unknown""- can you help?"
negative,@USAirways told to work it out ourselves #joke #fail
negative,@SouthwestAir My 11AM was canned. I empathize. But I think your Team has lost the right to be capitalized. It's a lowercase team day.
positive,"@SouthwestAir I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!"
negative,@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR
negative,@JetBlue not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..
neutral,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?
negative,"@AmericanAir ""We'll drop off your luggage 24 hours after your flight"" is ridiculous."
negative,"@united Missing crew, passenger doc problems, frozen toilets, and now we're off the plane. Give me my money back.  UA3466"
negative,@AmericanAir I called the EP line and 4 hours Late Flightr I was called back.  I sat on hold for over a hour to US Airways and then cut off
negative,@JetBlue it's ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired
negative,"@united CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue #bringbackrealstaff"
negative,@USAirways This is the last time I use your airline. I promise that!
negative,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question"
negative,"@united Useless response. I need a functioning wheelchair, not a customer care form to fill out."
negative,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.
negative,@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned.
negative,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS
positive,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!"
negative,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :("
negative,@USAirways ever think about hiring more agents? Come on now. Don't you think 4 hour holds is a little ridiculous? Get a clue
positive,"Thank you for your help, Shannon! Great customer service, @SouthwestAir."
negative,@USAirways you've completely ruined a pro athlete's ability to prepare for a race. Now you won't help him get the bike he needs to the DR?!
negative,"@AmericanAir @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits"
negative,@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx
negative,@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.
negative,@USAirways flight 1735 sitting fully loaded for over an hour. Air conditioning barely working :-(
negative,@USAirways -doing best??? Think not. Lousy way to run an airline. Why no online way to connect? You be on hold for 2hrs &amp; then zip
negative,"@USAirways the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors"
negative,@AmericanAir Could have voided the ticket since it was &gt; 24hrs since Flight Booking Problems. Are you going to waive the fees? Still can't get through.
neutral,@united yes I do.
positive,"@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam"
positive,"@JetBlue but thank you! Love, an anxious flyer."
negative,@SouthwestAir how long does it take for points from RR Shopping to post to my account? Got email saying I've earned points but don't see em
negative,@USAirways thx for delayed checkin on noon flt to mia then forcing me to take Late Flightr flts which were delayed. Cincy to Miami in 13 hrs! #fast
neutral,@AmericanAir I know. Just a little cold weather humor. :)
negative,@USAirways Inexcusable behavior by gate agent. Sorry isn't enough. #Flight850 #CLT-#BNA
negative,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you
negative,@united UA1731 - Denver to Austin...  Still on the ground...
negative,@AmericanAir  flight to dca I need to change asap help can't get through
negative,@united seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing
negative,@AmericanAir stuck in airplane both on way out of PHL and again in Houston. All passengers frustrated. Makes me want to avoid airline
negative,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?
negative,@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?
negative,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service
neutral,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH
neutral,@VirginAmerica no A's channel this year?
neutral,@united Just submitted my response on the link you sent.
positive,@SouthwestAir A wonderfully nice agent in Austin helped us out. Wish I remembered her name to give proper kudos.
negative,@united so much for being here to help. Very disappointed in your customer service.
neutral,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?
negative,@united What does delayed due to Customer Service mean for UA761?
neutral,@JetBlue  please start flying to Guyana soon
negative,"“@AmericanAir:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.” Nope! Hasn't taken off yet, still!"
negative,"@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone."
positive,@SouthwestAir good to be back. See you all again in several weeks.
negative,@SouthwestAir make this delay go away. Maybe upgrade me and Kats seats. We are headed to Columbus.
neutral,Who did this?!?!“@JetBlue: Our fleet's on fleek. http://t.co/kHZrCCyp2A”
negative,@united that's not even an apology
negative,"@usairways I don't understand why I can't get my missing miles? I was on the flight, it was in my Dividend Miles Account… #help"
negative,@AmericanAir ...is this how you want to treat your platinum (and two gold) flyers??
negative,@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.
positive,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏
neutral,@JetBlue flight 2008
negative,@AmericanAir waiting for you to pick up... Coming up on 3 hours now... http://t.co/nOPq5xIsbS
negative,"@AmericanAir...still waiting for a call back....attempt #9 and hour #13...can't put a hold on an online tix, we are within seven day window."
negative,"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse"
negative,@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???
neutral,"@JetBlue Im just saying change can be amazing, like Miami. 😉"
negative,@USAirways @AshleyKAtherton Over an hour on hold so far
positive,@JetBlue thanks...
negative,"@AmericanAir the customer service today is unsat, Flight cnx, not notified, called for 6 hours and the phone line does not even let me hold"
negative,@JetBlue thanks. Home to MSY. TSA precheck agents directing people after photo until scan beyond rude. One grabbed and pushed children.
positive,@united kept me watching the safety video for the first time in forever. Nice job 👍.
negative,@SouthwestAir thx - i managed to figure it out by trying diff confirmation #s as i booked. just annoying it's not readily available!
negative,@united Lovely new plane from LGA to ORD but no power outlets?
negative,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!
negative,@united you know it's bad when you're praying your connecting flight is delayed because of an hour delay on the first flight #JustGetMeHome
neutral,"@jetblue Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items. #flyingitforward"
negative,"@united 2 hour flight from FLL to Ewr, 1242, now waiting 1 hour plus for bags, no sign yet. What gives????"
negative,@SouthwestAir luxury! Only 40 people on this flight. I'm going to get spoiled.
negative,@United had a maintenance issue. Stuck in Geneva with meal voucher that won't even cover a pLate Flight of spaghetti. Really.
negative,@AmericanAir won't answer the reservation line!  Nice service.  We may be stuck...
negative,@USAirways Hooray! I've now been on hold for over an hour. I've never loved Southwest more.
negative,@united 1 hour since boarding began and we're still sitting at the gate.  #UA507
negative,@USAirways @HirasmusBidragi will try.. Now stuck on tarmac waiting on gate. :( may miss 9:25 connection #883)
neutral,@SouthwestAir PLEASE HELP! I would die to see the Vegas show! It would be amazing to hear their songs for real!
negative,.@JetBlue yes and not boarding at 6:44. Good luck with that. Push wheels up to reality.  Dare you.
negative,@united or you'll Cancelled Flight my flight like you just did
negative,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone
positive,@USAirways Will do :)
positive,@SouthwestAir One heck of an airline http://t.co/CyoOnZfTdC
neutral,@USAirways this very pregnant lady's hoping &amp;praying hubbys flight from BWI gets off the ground! I'd like him to get here before baby does!
negative,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers"
negative,@united the wait time for a baggage question is 60 minutes that's crazy is there a limit to the amount of bags I can bring internationally
neutral,@SouthwestAir  is there a route to flight from Mexico City to Chicago midway using your services?
negative,@JetBlue hey you guys remembered lol! But now my BOS flights delayed... And turn the heat down in T5 it feels hotter than PR.
negative,@united I must stop my relationship with you. You've become greedy and heartless and our long term relationship is over
negative,@USAirways WTF is going on with the 1:30 from DC to BOS? Twice we go back back to the gate after leaving for the runway? Total BS.
negative,@united yes there is when you keep getting the same robotic answer.
negative,@USAirways They're all reservations numbers and none are in Hungary. And my phone not working here. You make it too difficult.
negative,@AmericanAir aftr 10 hrs bng held hstg at mia bc aa refsd to get med bags. bag fnd aa then refsd to fix tkts they cnceld said $360 to fly
neutral,"@USAirways There is nothing on my USAir CC at this point, but the email stated I would be charged.  Thanks for the reply."
negative,@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...
negative,@USAirways have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.
negative,@VirginAmerica and it's a really big bad thing about it
negative,"Social agencies, this is why we can't have nice things. @JetBlue: Our fleet's on fleek. http://t.co/QRxz0bGbtq"
negative,@AmericanAir ...2/2 doesn't help me.
negative,"@united, UA1641 EWR-MCO 17 Feb wifi never connected but allowed me to purchase access twice &amp; charged me. Who do I need to file claim with?"
positive,@USAirways yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G
negative,"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue"
negative,@united its in black and white. EU law and all that €600 for a Cancelled Flightled flight. I want my money
neutral,@SouthwestAir sent
neutral,"@JetBlue Thx for the pointer, but Im good with the big monitor.  Any advice on who I should pick to come our of the Western Conf (NBA)?"
negative,"@united flight delayed...again...every time. ""Maintenance issues"""
negative,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair
neutral,"@USAirways Can you follow, so I can DM you?"
positive,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!"
negative,@USAirways you keep suggesting people call 800-428-4322 but we just end up on hold for hours. You seriously don't have a better method?!
neutral,@SouthwestAir is there any way me &amp; my best friend could get tickets to #DestinationDragons ? they mean everything in the world to us.
negative,@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why
negative,@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?
positive,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome
positive,@united OMG THANK U😻😻😻
positive,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir"
negative,@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.
neutral,Please don't. RT “@JetBlue: Our fleet's on fleek. http://t.co/gdzadXzBYA”
positive,@SouthwestAir so glad u guys do business w/ more class than UR competitors @SpiritAirlines 😏
positive,@united just sent - thank you!
negative,@united you are the worst. I will avoid you like the plague.
neutral,@SouthwestAir will do! #heart #flying
negative,"@united time for a rant...you delayed my flight and still forgot my luggage...then delayed on the Tarmac, moments I love you United"
positive,@AmericanAir thanks
negative,@USAirways been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I don't understand you auto-reFlight Booking Problems me on TUESDAY. HELP!
negative,@USAirways Worst experience ever. Unable 2 help over phone and told at last min cabin crew unavailable for flight. Never again #USAirways
negative,"@United ""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1"
negative,@AmericanAir on hold again....estimated 2 hr hold
positive,@JetBlue yes! Always a treat to fly with you guys! 😊✈️
neutral,"@USAirways Yes, it was Sunday."
positive,@USAirways I miss you too. Work has taken me out of Philly. I’ve been on flight 1776 from BOS —&gt; PHL so many times I should have a res. seat
negative,"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn"
negative,@USAirways I've been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.
negative,@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/
neutral,@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.
negative,@USAirways looks like you lost another customer  when you stranded @41CGQueen at CLT she vows never to fly with you again #smoothtransition
negative,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued)
negative,@USAirways now what? You Cancelled Flightled my flight again... Are you paying for my hotel?
negative,@SouthwestAir Hello - been on hold for extremely long time. Have confirmation # &amp; can't get boarding pass. Have tried numerous times!!
negative,@AmericanAir @carlw1980 I have followed and dm'd you. . . Please respond to my concern too. Really disappointed with customer service.
positive,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest
negative,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic"
neutral,@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU
neutral,@JetBlue The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/ltwhmOL1Dr
negative,@USAirways @jtrexsocial exactly! How? I've been disconnected 3 times!!!!
negative,@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!
negative,"@united there was 20 min to departure, no one waiting. On being pressed ground staffer threatened ""do you want to get to SF today"" #fail"
negative,@JetBlue we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3
negative,@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler
negative,@united you get a 2nd chance today as I fly to A'dam. Let's see if you can redeem yourself after that last horrendous trip to the states.
positive,@SouthwestAir DM sent. Thanks for the help!
negative,@JetBlue just lost very loyal customers who use them 4-10 times a year.
negative,@united I would like 2 speak @United VP of #CustExp Jimmy Samartzis! I sent a survey/email about my awful flight exp http://t.co/OtFZ7CygUQ
negative,"@SouthwestAir  Flight today from PHL to DAL Cancelled Flightled. 96 min on hold, rebooked for tomorrow. Now that flight is Cancelled Flightled.  On hold again."
negative,@USAirways she just did but really how drunk does someone have to be before you stop serving them
negative,@SouthwestAir Cancelled Flighting flights 45 minutes before takeoff &amp; sitting for 45 min on the runway of the rescheduled flight #badservice
negative,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay..."
negative,"@SouthwestAir Booked 6mos early, paid for Early check in, was ASSIGNED boarding #, here 3hrs early and you deleted me in error?! #LAS2BUF"
negative,@AmericanAir it was my friend. She shouldn't have been scheduled so close together at LAX then not reimbursed. It's costing her 12 hrs &amp;$250
negative,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers
neutral,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Greenfield Daily Reporter http://t.co/LM3opxkxch
negative,"@JetBlue, your hold music sucks."
negative,"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS."
negative,@USAirways is really good at deferring responsibility.
positive,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe
negative,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor."""
negative,@united Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!
negative,"@AmericanAir , I was told my flights 2516 &amp; 2244 was Cancelled Flightled. But I don't seem to have any date/time changes. I've been waiting for a call"
negative,@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?
negative,@AmericanAir please message me for assistance - can't get through to anyone.
negative,@united passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines)
neutral,@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.
negative,@SouthwestAir Why won't you let me leave Newark!?
neutral,@JetBlue that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha
positive,@united Very impressed so far. An app that's worth a damn and sms updates on my flight.
negative,@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them
negative,@united how do I get my account number if your website says email is unavailable?
negative,"@United - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules."
negative,@USAirways 1917. Still sitting here. Feels badly handled.
neutral,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?"
negative,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge
negative,"@SouthwestAir now we have to wait, and wait to get it straight. I fly you for personal and business. But now, not so sure. #BeBetter"
neutral,@USAirways will all flights out of DFW be Cancelled Flightled today?
negative,@JetBlue bag just delivered and items have been stolen.  At first look - my Kate spade bag and bottle of spiced rum!  Wtf!!
negative,@SouthwestAir good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well
positive,@united is my favorite airline.
negative,@JetBlue so the prefference option is not something that you honor? So why having it as one of the services if not applied?
negative,@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.
positive,"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”"
negative,@JetBlue what crew? No one here is helping.
negative,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?
negative,@AmericanAir Tired of sitting on a delayed #1702 again and again computer down
positive,@SouthwestAir Thanks.
neutral,@united Did you get your 757 Model?
negative,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!
negative,@united call wait times are over 20 minutes and airport wait times are longer
negative,"@USAirways : i have been trying to reach dividend miles  to extend my ticket for last 3 days , 20 + calls and i get a message to call back"
negative,"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one"
negative,@JetBlue some woman stole my seat on the plane but I was the one that had to sit elsewhere. Is that standard protocol?
negative,@USAirways You are 0 for 3 so far in on-time flights on this vacation.
negative,"@USAirways Congrats, you've just lost a customer for good. When I made a United weather change, free/5 min. You guys 2 hrs on hold &amp; $25."
positive,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.
negative,@United OMG WHERE IS MY BAG??? YYZUA70435 - enough with the shenanigans already. It's getting real old real quick!!
negative,@united 2 employee yelled at her. 3 employee stood with others whispering and pointing at her from behind counter
negative,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.
negative,@AmericanAir I have a ticket that has been pending for 4 days. Is it normal to take that long?? I want to make sure there isn't a problem.
negative,@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.
negative,@SouthwestAir Why doesn't mean TSA PreCheck show up on my mobile boarding pass? My KTN is linked to my account.
neutral,@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade
negative,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers"
neutral,"@united Hi again, any updates here?"
negative,Only 14 biz days (18 calendar) to respond to my inquiry @united ?  I hope your standards are universally adopted :-/ #BadCustomerService
negative,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.
negative,@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.
negative,@AmericanAir I understand they're busy &amp; doing their best. My frustration is an automated call changing my flight w/o allowing me to talk
negative,@JetBlue a 5 year old can't sit alone on a flight. This is absurd. And this guy is a dick. #jetblue http://t.co/2HXsDP0ha4
positive,@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!
negative,@USAirways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul
negative,@AmericanAir your call system is a fucking joke
negative,"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!"
negative,"@united no commitment to a good turnaround, an operations mgr would have counted a dozen small issues with individual performance"
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ
positive,@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService
negative,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.
negative,",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue"
negative,@AmericanAir record locator oaaret got email we couldn't be rebooked but got no notification flight was Cancelled Flightled
negative,@USAirways @caterobbie if that link worked most of us could take care of ourselves  please contact your tech people to get that working
neutral,"@united's in-flight promo on their TV's includes Brian Williams. Tough to edit that quickly. Not a complaint, just an observation."
negative,@jetblue waiting for flt 105 to Chicago. Why hasn't aircraft left buffalo yet?
negative,"@AmericanAir I have got a flight for
The next day !! What about a credit ! You guys are a multimillion dollar company give us back a Credit"
negative,@AmericanAir you ever wonder why you find yourselves responding to so many customer complaints on twitter? It's because your airline sucks.
negative,"@USAirways yes, i am as well.  **FIVE** HOURS ON HOLD, FOLKS. Can you PLEASE tell me if this is typical?! Trying to be understanding here."
negative,@SouthwestAir yes. Hung up and called a different number.
negative,"@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx"
positive,@SouthwestAir @AmericanAir y'all are better then @united
negative,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.
neutral,@USAirways I sent email to customer.relations@aa.com. Will this work?
neutral,@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe
negative,@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared
negative,@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415
neutral,@united the person is currently bettween gates 71A and 73 in LAX
neutral,"@SouthwestAir I notice that there are separate buttons for ""guitar"" and actual ""music"" in this pic. Some bands should take note of this."
negative,@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!
positive,@AmericanAir made it!  Thanks AA!
negative,@AmericanAir an hour at baggage carousel and still no luggage?? Nail in the coffin.
positive,"@SouthwestAir ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY"
negative,"@USAirways ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?"
neutral,@JetBlue are there any food places open at the JFK T5 24//?
negative,@united y not? You're the reason we're in Houston and not NYC tonight. It took the plane an hour to take off - no explanations or sorry.
negative,"@AmericanAir Really?They closed the gate at 10:30 instead of40.I got there at 10:39. If u wudda put in my ktn like I asked, I wudda made it."
negative,@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank
negative,"@USAirways Doubt it. Gate 35x is a cluster, and every agent encounter I saw (including one with me) was outright rude. Just very put off."
negative,"@JetBlue rather than trying to resolve customer issues, only options offered were paying cash @ airport or write letter. #JustifyThisSupport"
negative,"@USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR. Then my guy saying ""we don't do that"""
negative,"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks"
negative,".@AmericanAir Alright prove it: (1/3) 3 days ago, I sat on a plane at JFK for 3 hrs, deplaned for 3 more, and when I re-boarded..."
positive,@AmericanAir Thanks!
